station,state,latitude,longitude,elevation,month,minimum temperature (F),maximum temperature (F),average temperature (F),average daily wind speed (miles per hour),direction of fastest 5 second wind (degrees),fastest 5 second wind speed (miles per hour),snowfall (inch),snow depth (inch),precipitation (inch)
KNOXVILLE MCGHEE TYSON AP,TN,35.8181,-83.9858,293.2,August,55.94,87.98,70.88,3.802798,220,29.974996,0,0,0.05905515
KNOXVILLE MCGHEE TYSON AP,TN,35.8181,-83.9858,293.2,August,69.98,78.98,74.66,10.289924,220,27.066974,0,0,1.66141822
MEMPHIS INTL AP,TN,35.0564,-89.9864,77.4,January,42.08,71.96,56.3,6.039738,220,25.053728,0,0,0
MOBILE,AL,30.6794,-88.2397,63.4,January,51.98,75.02,59,9.171454,220,23.040482,0,0,0
MOBILE,AL,30.6794,-88.2397,63.4,August,75.92,89.06,81.68,7.605596,220,25.053728,0,0,0
ABILENE RGNL AP,TX,32.4106,-99.6822,545.6,August,71.96,98.96,83.84,12.30317,220,25.948504,0,0,0
FT SMITH RGNL AP,AR,35.3331,-94.3625,136.9,January,33.08,78.98,54.32,3.579104,220,25.053728,0,0,0
WICHITA FALLS MUNI AP,TX,33.9786,-98.4928,310,January,31.1,77,55.76,11.408394,220,23.935258,0,0,0
PONCA CITY MUNI AP,OK,36.7367,-97.1019,304.8,August,64.04,87.08,75.74,6.039738,220,19.908766,0,0,0.14960638
GREENWOOD LEFLORE AP,MS,33.4964,-90.0867,40.5,January,30.2,66.02,45.14,3.802798,220,17.000744,0,0,0
GREENWOOD LEFLORE AP,MS,33.4964,-90.0867,40.5,August,66.02,89.96,77.54,1.565858,220,10.961006,0,0,0
GREENWOOD LEFLORE AP,MS,33.4964,-90.0867,40.5,August,73.94,82.04,76.64,4.697574,220,27.96175,0,0,1.72047337
SPRINGFIELD,MO,37.2353,-93.4003,389.5,August,71.06,86,77.54,4.697574,220,14.987498,0,0,0
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,August,60.98,84.02,71.42,3.131716,220,17.000744,0,0,0
MIDDLETOWN HARRISBURG INTL AP,PA,40.1936,-76.7633,95.1,January,29.12,48.92,43.16,5.816044,220,23.040482,0,0,0
MIDDLETOWN HARRISBURG INTL AP,PA,40.1936,-76.7633,95.1,August,66.92,87.98,76.82,3.579104,220,12.974252,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,January,39.02,48.92,46.4,10.06623,220,27.96175,0,0,0
BUFFALO,NY,42.9486,-78.7369,211.2,August,66.02,82.94,71.06,11.408394,220,53.015478,0,0,1.25196918
NEWARK INTL AP,NJ,40.6825,-74.1694,2.1,January,33.08,50,44.42,9.395148,220,31.988242,0,0,0
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,August,62.06,87.98,74.12,5.59235,220,19.01399,0,0,0
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,August,51.98,78.98,66.74,8.052984,220,23.935258,0,0,0.01968505
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,August,59,73.04,66.56,5.144962,220,19.908766,0,0,0.14173236
CLEVELAND,OH,41.4131,-81.86,232.6,August,62.96,82.04,74.84,13.645334,220,34.001488,0,0,0.22834658
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,January,22.1,41,32,6.263432,220,21.922012,0,0,0
FT WAYNE INTL AP,IN,40.9706,-85.2064,241.1,January,13.1,33.08,20.12,12.526864,220,27.066974,0.1181103,0,0
FT WAYNE INTL AP,IN,40.9706,-85.2064,241.1,January,15.26,31.1,23.18,11.1847,220,23.935258,0,0,0
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,August,60.08,84.92,71.42,4.697574,220,44.962494,0,0,0.46850419
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,August,57.92,68,65.12,15.65858,220,40.041226,0,0,0.05118113
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,August,59,82.94,71.96,2.013246,220,14.092722,0,0,0
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,January,19.22,41,28.22,6.039738,220,21.922012,0,0,0
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,January,15.26,30.2,23.18,11.632088,220,36.014734,1.181103,5.118113,0.09055123
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,August,53.96,73.94,66.02,5.816044,220,19.01399,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,August,55.94,78.98,67.28,5.144962,220,17.000744,0,0,0
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,August,57.92,80.96,68.54,2.908022,220,19.01399,0,0,0
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,August,53.06,80.96,66.02,4.026492,220,12.079476,0,0,0
ERIE INTL AP,PA,42.08,-80.1825,222.5,August,60.98,80.96,69.44,7.381902,220,18.119214,0,0,0
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,January,21.2,42.98,33.08,4.921268,220,16.105968,0,0,0
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,August,64.04,84.02,72.5,8.500372,220,40.936002,0,0,0.01181103
DULUTH,MN,46.8369,-92.2097,435.3,August,55.04,75.02,64.76,8.500372,220,29.08022,0,0,0.68897675
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,August,57.02,75.02,63.14,5.368656,220,19.908766,0,0,0.77165396
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,January,18.14,30.2,21.56,10.289924,220,27.066974,0,3.93701,0
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,August,50,73.04,62.06,5.368656,220,17.000744,0,0,0
ST CLOUD RGNL AP,MN,45.5433,-94.0514,310.3,January,22.1,27.14,24.44,7.82929,220,18.119214,0.1968505,1.968505,0.01181103
HURON RGNL AP,SD,44.3981,-98.2231,390.1,January,-4.9,13.1,1.58,4.921268,220,10.961006,0,1.181103,0
LINCOLN MUNI AP,NE,40.8508,-96.7475,362.7,January,-8.86,14.18,1.94,4.921268,220,12.974252,0,1.181103,0
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,January,-7.78,21.2,2.48,6.934514,220,14.092722,0,0,0
SIOUX FALLS,SD,43.5878,-96.7289,435.9,August,60.98,82.04,71.24,8.052984,220,25.948504,0,0,0.6692917
CHILDRESS MUNI AP,TX,34.4272,-100.2831,594.7,January,28.22,82.04,44.42,11.1847,220,35.119958,0,0,0
ROSWELL IND AIR PK,NM,33.3075,-104.5083,1112.2,January,32,55.94,44.42,8.276678,220,23.935258,0,0,0
MIDLAND ODESSA,TX,31.9433,-102.1889,874.2,January,33.98,80.06,50.36,11.1847,220,23.935258,0,0,0
SAN ANGELO,TX,31.3711,-100.4922,576.1,January,37.04,78.98,54.32,9.618842,220,27.96175,0,0,0
LUBBOCK,TX,33.6542,-101.8136,993.3,January,28.22,69.98,46.58,9.395148,220,25.948504,0,0,0
LUBBOCK,TX,33.6542,-101.8136,993.3,August,71.06,93.92,81.68,14.092722,220,34.001488,0,0,0
EL PASO INTL AP,TX,31.8111,-106.3758,1194.2,January,27.14,64.04,44.42,4.47388,220,14.092722,0,0,0
ALBUQUERQUE INTL AP,NM,35.0419,-106.6156,1618.5,January,33.08,50,40.28,6.263432,220,21.027236,0,0,0
ALBUQUERQUE INTL AP,NM,35.0419,-106.6156,1618.5,January,31.1,50,39.56,3.131716,220,16.105968,0,0,0
ALBUQUERQUE INTL AP,NM,35.0419,-106.6156,1618.5,August,64.04,89.06,72.68,6.039738,220,34.001488,0,0,0.01181103
CLAYTON MUNI AIR PK,NM,36.4486,-103.1539,1511.8,January,11.12,32,18.14,9.842536,220,23.935258,0,1.181103,0
CLAYTON MUNI AIR PK,NM,36.4486,-103.1539,1511.8,August,57.92,80.06,65.66,11.1847,220,27.066974,0,0,0.01968505
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,January,-10.84,30.2,6.08,2.23694,220,10.06623,0,3.93701,0
LONG BEACH DAUGHERTY FLD,CA,33.8117,-118.1464,9.4,January,48.02,62.96,56.3,2.013246,220,12.079476,0,0,0
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,August,51.08,84.02,64.58,6.263432,220,40.936002,0,0,0.01181103
BAKERSFIELD AP,CA,35.4344,-119.0542,149,January,37.94,53.96,46.58,3.802798,220,10.961006,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,January,37.04,48.02,41,6.71082,220,36.90951,0,0,0.81102406
TUCSON INTL AP,AZ,32.1314,-110.9553,776.9,August,78.08,96.98,84.38,4.697574,220,38.922756,0,0,0
LAS VEGAS MCCARRAN AP,NV,36.0719,-115.1633,649.5,January,46.04,66.92,53.96,12.750558,220,42.054472,0,0,0
RENO TAHOE INTL AP,NV,39.4839,-119.7711,1344.2,January,29.12,37.94,32.54,10.289924,220,29.08022,0,0,0
SAN DIEGO LINDBERGH FLD,CA,32.7336,-117.1831,4.6,January,50,71.06,61.7,2.684328,220,12.974252,0,0,0
WINSLOW MUNI AP,AZ,35.0281,-110.7208,1489.3,August,66.92,91.04,78.62,8.276678,220,25.053728,0,0,0.05118113
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,January,50,57.92,55.58,8.724066,220,23.935258,0,0,0.20078751
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,August,60.98,100.94,78.8,5.368656,220,19.01399,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,August,71.06,98.06,83.48,5.59235,220,23.040482,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,August,64.94,91.04,75.74,7.605596,220,19.908766,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,August,57.92,87.98,70.7,8.276678,220,21.922012,0,0,0
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,January,-8.86,3.2,-1.3,7.158208,220,17.000744,0,9.842525,0
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,January,-8.86,7.16,-3.64,11.632088,220,21.027236,0,9.842525,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,24.26,39.92,28.76,24.830034,220,55.9235,0,1.181103,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,33.08,42.08,39.56,24.60634,220,53.910254,0,1.181103,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,17.24,42.08,32,14.763804,220,38.02798,0.1968505,0,0.01181103
WINNEMUCCA MUNI AP,NV,40.9017,-117.8081,1309.4,January,33.08,44.96,41.72,11.632088,220,42.054472,0,0,0.05905515
WINNEMUCCA MUNI AP,NV,40.9017,-117.8081,1309.4,August,51.98,89.96,71.06,6.934514,220,44.067718,0,0,0.0393701
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,January,13.1,33.98,15.98,4.47388,220,19.01399,2.0078751,7.086618,0.0787402
EUGENE MAHLON SWEET AP,OR,44.1278,-123.2206,107.6,January,13.1,39.92,22.46,4.026492,220,12.974252,0,0.9842525,0
EUGENE MAHLON SWEET AP,OR,44.1278,-123.2206,107.6,August,60.08,95,78.98,10.06623,220,21.922012,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,January,35.96,51.08,45.32,6.487126,220,29.974996,0,0,0.22047256
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,August,57.02,64.04,59.54,3.579104,220,14.987498,0,0,0
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,August,55.94,71.06,64.04,2.23694,220,14.092722,0,0,0.01968505
MCGRATH AP,AK,62.9575,-155.6103,101.5,January,29.12,33.98,30.38,2.908022,220,19.01399,2.5984266,7.87402,0.18897648
BETTLES AP,AK,66.9161,-151.5089,195.7,August,46.04,78.98,63.68,3.802798,220,18.119214,0,0,0
NOME MUNI AP,AK,64.5111,-165.44,4,January,23.18,31.1,24.44,14.316416,220,38.02798,0.1968505,18.110246,0.01181103
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,August,41,57.02,53.78,11.408394,220,25.053728,0,0,0.0393701
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,January,37.04,71.96,52.88,6.487126,220,21.027236,0,0,0
DOUGLAS BISBEE INL AP,AZ,31.4583,-109.6061,1251.2,August,60.08,93.92,77.36,4.921268,220,40.936002,0,0,0
COLORADO SPRINGS MUNI AP,CO,38.81,-104.6883,1884,January,11.12,46.94,28.04,5.368656,220,17.000744,0,1.181103,0
BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,January,24.26,51.98,35.06,4.921268,220,21.922012,0,0,0
WASHINGTON DC DULLES AP,VA,38.9408,-77.4636,88.4,August,68,89.06,77.72,3.579104,220,18.119214,0,0,0
TALLAHASSEE,FL,30.3975,-84.3289,19.2,August,73.04,86,76.46,3.131716,220,27.96175,0,0,0.98031549
CINCINNATI NORTHERN KY AP,KY,39.0431,-84.6717,264.9,January,17.24,35.06,22.46,10.513618,220,21.027236,0,0,0
LEXINGTON BLUEGRASS AP,KY,38.0408,-84.6058,298.7,January,6.26,22.1,12.38,3.802798,220,12.079476,0,1.181103,0
LEXINGTON BLUEGRASS AP,KY,38.0408,-84.6058,298.7,January,37.94,51.98,44.24,13.645334,220,42.054472,0,0,0
GULFPORT - BILOXI AP,MS,30.4119,-89.0808,12.8,January,46.04,71.06,59.9,4.921268,220,21.922012,0,0,0
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,January,-8.86,18.14,2.3,16.105968,220,31.093466,0.1968505,3.93701,0.01968505
QUILLAYUTE STATE AP,WA,47.9375,-124.555,56.4,January,33.08,42.08,39.38,6.039738,220,29.974996,0,0,0.18110246
QUILLAYUTE STATE AP,WA,47.9375,-124.555,56.4,August,53.06,71.06,65.48,5.59235,220,19.01399,0,0,0
BRIDGEPORT SIKORSKY MEM AP,CT,41.1583,-73.1289,1.5,January,32,48.92,44.24,8.276678,220,29.08022,0,0,0
BRIDGEPORT SIKORSKY MEM AP,CT,41.1583,-73.1289,1.5,August,66.02,82.94,75.92,10.06623,220,29.08022,0,0,1.55905596
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,January,21.2,37.04,28.04,7.82929,220,27.066974,0,9.842525,0
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,January,23.18,39.02,29.84,11.855782,220,29.974996,1.4960638,1.181103,0.16141741
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,August,64.94,84.02,74.48,3.35541,220,16.105968,0,0,0
CHICAGO OHARE INTL AP,IL,41.995,-87.9336,200.6,August,60.98,84.02,74.66,9.171454,220,44.962494,0,0,0.88189024
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,January,16.16,31.1,20.66,12.30317,220,25.053728,0,1.181103,0
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,August,60.98,84.92,73.76,6.039738,220,21.027236,0,0,0
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,January,18.14,39.92,29.84,5.816044,220,25.053728,0,5.905515,0.01181103
PADUCAH,KY,37.0683,-88.7719,119.5,August,66.02,89.96,77.54,4.47388,210,23.935258,0,0,0
PADUCAH,KY,37.0683,-88.7719,119.5,August,66.92,89.96,78.44,5.144962,210,23.040482,0,0,0
SAVANNAH INTL AP,GA,32.13,-81.21,14,August,73.04,87.08,78.08,3.131716,210,31.093466,0,0,2.05118221
HUNTSVILLE INTL AP,AL,34.6439,-86.7861,190.2,August,71.96,86,78.26,7.82929,210,29.974996,0,0,0.72047283
GREER,SC,34.8831,-82.2203,286.5,January,16.16,37.04,25.7,2.013246,210,12.079476,0,3.149608,0
LONGVIEW E TX RGNL AP,TX,32.3847,-94.7117,111.3,January,48.02,77,59.54,11.632088,210,29.08022,0,0,0
LAKE CHARLES,LA,30.125,-93.2158,4,January,44.06,71.96,58.46,6.039738,210,23.040482,0,0,0
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,August,66.92,87.98,77.18,5.59235,210,16.105968,0,0,0
TAMPA INTL AP,FL,27.9619,-82.5403,5.8,August,78.08,91.94,85.28,4.026492,210,31.093466,0,0,0
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,August,75.92,91.94,80.78,9.618842,210,27.066974,0,0,0.03149608
VICTORIA RGNL AP,TX,28.8614,-96.9303,35.1,January,44.96,78.08,60.08,9.842536,210,25.948504,0,0,0
NEW ORLEANS INTL AP,LA,29.9933,-90.2511,1.2,January,39.92,71.06,55.04,6.934514,210,21.922012,0,0,0
HOUSTON HOBBY AP,TX,29.6381,-95.2819,13.4,January,46.94,75.92,60.98,6.934514,210,21.027236,0,0,0
HOUSTON HOBBY AP,TX,29.6381,-95.2819,13.4,August,77,95,83.66,5.144962,210,23.935258,0,0,0.29133874
GALVESTON SCHOLES FLD,TX,29.2733,-94.8592,1.5,January,60.98,73.94,69.08,8.724066,210,27.96175,0,0,0.24015761
GALVESTON SCHOLES FLD,TX,29.2733,-94.8592,1.5,January,48.92,73.94,59.54,8.724066,210,25.053728,0,0,0
RALEIGH DURHAM INTL AP,NC,35.8922,-78.7819,126.8,August,73.94,91.94,80.42,10.961006,210,34.001488,0,0,0.0393701
LYNCHBURG RGNL AP,VA,37.3208,-79.2067,286.5,August,68,82.04,72.86,5.59235,210,25.948504,0,0,0.18110246
NORFOLK INTL AP,VA,36.9033,-76.1922,9.1,January,27.14,64.94,42.62,12.30317,210,38.02798,0,0,0
NORFOLK INTL AP,VA,36.9033,-76.1922,9.1,August,71.96,89.06,79.34,7.381902,210,21.027236,0,0,0
NORFOLK INTL AP,VA,36.9033,-76.1922,9.1,August,75.02,86,79.7,10.737312,210,19.908766,0,0,0
PHILADELPHIA INTL AP,PA,39.8683,-75.2311,3,August,66.92,87.08,75.38,4.250186,210,29.974996,0,0,0
WASHINGTON REAGAN AP,VA,38.8483,-77.0342,3,January,37.04,55.94,46.58,4.250186,210,19.908766,0,0,0
WASHINGTON REAGAN AP,VA,38.8483,-77.0342,3,January,28.22,55.94,38.84,8.724066,210,27.96175,0,0,0
ELIZABETH CITY CGAS,NC,36.2606,-76.175,4,August,71.06,84.92,78.08,5.368656,210,19.01399,0,0,0
MERIDIAN KEY FLD,MS,32.3347,-88.7442,89.6,January,39.92,78.08,56.66,8.052984,210,23.040482,0,0,0
ALMA BACON CO AP,GA,31.5358,-82.5067,58.8,January,39.92,66.02,53.6,3.579104,210,16.105968,0,0,0
CHARLESTON INTL AP,SC,32.8986,-80.0403,12.2,January,59,80.96,68.18,5.368656,210,31.093466,0,0,0
CHARLESTON INTL AP,SC,32.8986,-80.0403,12.2,August,75.02,87.08,78.8,7.605596,210,21.027236,0,0,0.01181103
CHARLESTON INTL AP,SC,32.8986,-80.0403,12.2,August,75.02,91.04,81.32,7.381902,210,21.922012,0,0,0
CHARLESTON INTL AP,SC,32.8986,-80.0403,12.2,August,75.92,91.04,82.4,11.632088,210,27.96175,0,0,0
CHARLOTTE DOUGLAS AP,NC,35.2236,-80.9553,221.9,January,39.02,50,44.24,5.59235,210,19.01399,0,0,0.48818924
CHATTANOOGA LOVELL AP,TN,35.0311,-85.2014,204.5,August,73.04,82.94,75.56,5.59235,210,25.053728,0,0,0.68897675
MOBILE,AL,30.6794,-88.2397,63.4,January,64.94,73.94,67.82,8.724066,210,29.08022,0,0,5.83858583
MOBILE,AL,30.6794,-88.2397,63.4,January,33.98,66.92,51.08,6.934514,210,23.040482,0,0,0
NASHVILLE INTL AP,TN,36.1189,-86.6892,182.9,January,41,69.98,53.96,5.816044,210,19.01399,0,0,0
GREENVILLE ASOS,MS,33.4825,-90.9853,39,January,33.08,66.02,48.38,6.263432,210,19.908766,0,0,0
ABILENE RGNL AP,TX,32.4106,-99.6822,545.6,January,19.22,44.96,35.96,14.763804,210,25.948504,0,0,0
ABILENE RGNL AP,TX,32.4106,-99.6822,545.6,January,39.92,51.98,33.98,15.211192,210,33.106712,0,0,0
ABILENE RGNL AP,TX,32.4106,-99.6822,545.6,January,46.04,73.94,57.74,11.632088,210,23.935258,0,0,0
WICHITA FALLS MUNI AP,TX,33.9786,-98.4928,310,August,73.04,100.94,84.56,14.54011,210,31.093466,0,0,0
GREENWOOD LEFLORE AP,MS,33.4964,-90.0867,40.5,January,42.98,73.94,55.4,9.395148,210,23.040482,0,0,0
ST LOUIS LAMBERT INTL AP,MO,38.7525,-90.3736,161.8,January,10.22,28.22,18.32,8.94776,210,27.96175,0,0,0
BANGOR INTL AP,ME,44.7978,-68.8186,45.1,August,51.98,82.94,66.74,5.816044,210,21.922012,0,0,0
MIDDLETOWN HARRISBURG INTL AP,PA,40.1936,-76.7633,95.1,August,66.92,86,75.38,2.908022,210,19.908766,0,0,0.01968505
BUFFALO,NY,42.9486,-78.7369,211.2,January,14.18,26.24,17.42,13.645334,210,33.106712,0,1.181103,0
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,August,57.92,71.06,65.3,4.697574,210,14.987498,0,0,0.03149608
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,August,48.92,80.06,64.4,5.816044,210,23.040482,0,0,0.22834658
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,January,16.16,37.94,27.68,1.11847,210,8.052984,0,3.149608,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,August,64.04,86,75.02,4.921268,210,21.922012,0,0,0
CLEVELAND,OH,41.4131,-81.86,232.6,August,66.92,87.08,76.1,7.381902,210,35.119958,0,0,0.38188997
CLEVELAND,OH,41.4131,-81.86,232.6,August,60.08,80.06,68,5.59235,210,19.01399,0,0,0
FT WAYNE INTL AP,IN,40.9706,-85.2064,241.1,August,55.94,73.94,65.12,3.35541,210,16.105968,0,0,0
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,January,15.26,27.14,19.76,12.974252,210,27.066974,0.5905515,0,0.05118113
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,January,17.24,35.96,24.98,5.368656,210,17.000744,0,3.149608,0
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,January,19.22,31.1,22.46,10.06623,210,27.066974,0.7086618,0,0.0393701
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,August,66.02,82.04,74.66,8.276678,210,21.027236,0,0,0
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,January,23.18,39.02,32.72,8.500372,210,27.066974,0,0,0
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,August,57.02,78.98,67.82,4.697574,210,19.908766,0,0,0
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,January,20.12,37.94,28.76,5.368656,210,14.987498,0,0,0
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,August,60.08,84.02,72.14,4.697574,210,27.066974,0,0,0
ERIE INTL AP,PA,42.08,-80.1825,222.5,January,8.24,19.22,16.52,10.513618,210,23.935258,7.9133901,3.93701,0.33858286
ERIE INTL AP,PA,42.08,-80.1825,222.5,August,55.94,77,65.48,6.263432,210,21.922012,0,0,0
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,August,55.94,77,64.94,5.144962,210,21.027236,0,0,0
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,August,64.94,86,74.48,8.94776,210,23.040482,0,0,0
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,August,55.94,80.06,66.74,4.921268,210,17.000744,0,0,0
DULUTH,MN,46.8369,-92.2097,435.3,January,-12.82,10.22,-2.56,7.82929,210,19.908766,3.1102379,9.055123,0.12992133
FARGO HECTOR INTL AP,ND,46.9253,-96.8111,274.3,August,60.98,78.98,70.88,7.381902,210,25.053728,0,0,0.14173236
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,August,60.98,78.98,69.62,9.618842,210,27.066974,0,0,0.37007894
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,August,57.02,82.94,69.62,3.131716,210,21.027236,0,0,0.07086618
SIOUX FALLS,SD,43.5878,-96.7289,435.9,August,62.06,89.06,74.84,3.579104,210,29.974996,0,0,0
SIOUX FALLS,SD,43.5878,-96.7289,435.9,August,57.02,82.04,70.52,5.816044,210,25.948504,0,0,0.01181103
CHILDRESS MUNI AP,TX,34.4272,-100.2831,594.7,January,30.2,68,44.42,6.71082,210,23.040482,0,0,0
CHILDRESS MUNI AP,TX,34.4272,-100.2831,594.7,January,39.02,75.02,53.96,9.395148,210,23.040482,0,0,0
CHILDRESS MUNI AP,TX,34.4272,-100.2831,594.7,January,35.96,73.94,53.24,5.816044,210,14.987498,0,0,0
LUBBOCK,TX,33.6542,-101.8136,993.3,January,27.14,48.92,33.98,11.632088,210,25.948504,0,0,0
LUBBOCK,TX,33.6542,-101.8136,993.3,January,25.16,59,34.52,12.079476,210,29.974996,0,0,0
LUBBOCK,TX,33.6542,-101.8136,993.3,January,33.08,80.96,49.64,14.316416,210,38.02798,0,0,0
CLAYTON MUNI AIR PK,NM,36.4486,-103.1539,1511.8,January,19.22,57.92,35.6,12.750558,210,31.093466,0,0,0
CLAYTON MUNI AIR PK,NM,36.4486,-103.1539,1511.8,January,39.02,66.02,49.28,18.119214,210,40.936002,0,0,0
CLAYTON MUNI AIR PK,NM,36.4486,-103.1539,1511.8,August,55.04,82.94,66.56,11.1847,210,36.014734,0,0,0
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,January,-17.86,16.16,-4,1.565858,210,8.94776,0,9.842525,0
LONG BEACH DAUGHERTY FLD,CA,33.8117,-118.1464,9.4,January,50,75.92,60.98,2.23694,210,10.06623,0,0,0
LONG BEACH DAUGHERTY FLD,CA,33.8117,-118.1464,9.4,January,46.04,69.98,59.36,1.789552,210,10.961006,0,0,0
PHOENIX SKY HARBOR INTL AP,AZ,33.4278,-112.0039,337.4,August,75.92,102.92,85.64,5.144962,210,21.027236,0,0,0
RENO TAHOE INTL AP,NV,39.4839,-119.7711,1344.2,January,21.2,50,32.36,1.11847,210,8.94776,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,August,69.98,100.04,82.94,6.039738,210,29.974996,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,August,69.98,89.06,80.42,6.487126,210,18.119214,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,August,60.08,89.96,70.52,8.052984,210,21.922012,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,January,42.08,53.96,48.02,3.802798,210,16.105968,0,0,0
CHEYENNE,WY,41.1519,-104.8061,1867.8,January,6.26,18.14,9.86,6.487126,210,18.119214,0.7086618,1.968505,0.05118113
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,January,-3.82,18.14,6.8,5.816044,210,16.105968,0,7.87402,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,12.2,37.04,30.56,18.119214,210,48.09421,0,1.181103,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,-9.76,12.2,-1.84,20.13246,210,42.949248,0,1.181103,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,9.14,26.24,13.64,23.040482,210,61.068462,0,1.181103,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,January,29.12,39.92,33.08,21.698318,210,48.09421,0,1.181103,0
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,January,-14.8,2.12,-6.52,4.921268,210,12.079476,0,3.93701,0
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,January,-2.74,13.1,5.36,18.119214,210,29.974996,0,3.93701,0
